created_at;;full_text;lang;username
Mon May 13 06:16:50 +0000 2024;;@umarrusli24504 @DokterTifa Ga jauh beda rakyat cuma jadi sapi perahan buat IKN;in;golbachgoals
Mon May 13 06:16:44 +0000 2024;;@eddesign_ @NordickVv @BBerizik @blantik_pedhet2 Betul bukan kah IKN itu pusat pemerintahan? Masa area vital negara dijadikan spt lokasi bisnis?;in;golbachgoals
Mon May 13 06:16:43 +0000 2024;;Erick Thohir akan segera mengunjungi proyek training camp timnas Indonesia di IKN. Di sisi lain pihak PSSI ternyata belum tahu soal wacana 8 pemain asing di Liga 1 musim depan. #KitaGaruda Selengkapnya https://t.co/JPtDtmIecd https://t.co/JPtDtmIecd;in;golbachgoals
Mon May 13 06:16:42 +0000 2024;;@democrazymedia Bgus Gibran d IKN. kirimin parang maya dn kuyang..biar jd orgi;in;golbachgoals
Mon May 13 06:16:42 +0000 2024;;Putusan UMKM akan dapat tempat khusus saat upacara kementerian RI di IKN https://t.co/7yUlA8H9uW;in;golbachgoals
Mon May 13 06:16:18 +0000 2024;;@DokterTifa IKN.. mungkin jdi negara singapura... kabeh ora gelem. ONO OPO..??????????????;in;Effan65656215
Mon May 13 06:15:32 +0000 2024;;@democrazymedia Mungkin itu bandara khusus melayani flight IKN - Jakarta weekend nan para dewa2 eselon. Jelata mah berenang aja.;in;aedesaegyptea
Mon May 13 06:15:26 +0000 2024;;Siap-siap pindah ibu kota sebagian proyek pembagunan di IKN sudah rampung. https://t.co/bjHk0OKkGj;in;tribunkaltim
Mon May 13 06:14:49 +0000 2024;;Distribusi logistik IKN Nusantara mulai masif #IKN https://t.co/QUXshg5XNO;in;golbachgoals
Mon May 13 06:14:45 +0000 2024;;IKN dongkrak ekonomi Kaltim #IKN https://t.co/HeHyCNXID4;in;taketwohershey
Mon May 13 06:14:43 +0000 2024;;@AHYS14P IKN Riau tolong dibantu mas. Karena mafia tanahnya pemerintah sendiri.;in;golbachgoals
Mon May 13 06:14:42 +0000 2024;;IKN tak akan rusak hutan Kalimantan #IKN https://t.co/FMwp67YgpB;in;golbachgoals
Mon May 13 06:14:36 +0000 2024;;TOL IKN TERSAMBUNG TOL BALIKPAPAN-SAMARINDA TAG: SMK Lingga Kencana Depok #PrayForSumbar Menit #HYBEDivestFromZionism https://t.co/KKevC79rCD;in;rumah_idaman01
Mon May 13 06:13:51 +0000 2024;;Progres pembangunan Ibu Kota Nusantara #IKN https://t.co/6KYqfszQIJ;in;dekade_08
Mon May 13 06:12:07 +0000 2024;;@LebahBorneoR @DokterTifa beberapa hari terakhir tiket peswat jakarta ke Balikpapn mahal dan susah...efek ikn..;in;AchmadShonnyArc
Mon May 13 06:10:26 +0000 2024;;Otorita Ibu Kota Nusantara IKN dan Kemenkes bersatu dalam pelatihan dan pembinaan keamanan pangan siap saji bagi pelaku UMKM tag : Caca SMK Lingga Kencana Depok Aurora Menit Subang PO Bus Sumatera Barat Geby Tong Tji Morningg Fuji Senin #radiofj https://t.co/SI6xqRbzIL;in;HayaElvina
Mon May 13 06:09:34 +0000 2024;;@ahmadsabiq02 @sociotalker Awal isu pembangunan IKN itu sy dukung. Karena saya pikir yg dibangun tuh salah satu ibu kota di Kalimantan jadi tinggal upgrade dan perbaikan ini itu aja. Gataunya mulai dari nol langsung kontra lah. Apalagi hutan byk ditebang ;in;LenaZahratu
Mon May 13 06:08:45 +0000 2024;;PRESIDEN BERKANTOR DI IKN JULI 2024 SMART DEFENSE SYSTEM DITERAPKAN TAG: SMK Lingga Kencana Depok #PrayForSumbar Menit #HYBEDivestFromZionism https://t.co/hRWkuiV1mh;in;arfiani1810
Mon May 13 06:08:44 +0000 2024;;IKN untuk ditinggali Orang Cina buat Bayar Hutang Negara ugal-ugalan;in;ArinraCamelia
Mon May 13 06:08:40 +0000 2024;;Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif. Dukungan terhadap pembangunan Ibu Kota Negara (IKN) yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang. #IbuKotaNegaraBaru #TransformasiNegara https://t.co/rSYyjuZTGw;in;carispertama
Mon May 13 06:08:28 +0000 2024;;@DokterTifa Bubarkan IKN mendingan buat yang lain yang lebih membutuhkan anggarannya gede tu;in;carispertama
Mon May 13 06:08:16 +0000 2024;;Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif. Dukungan terhadap pembangunan Ibu Kota Negara (IKN) yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang. #IbuKotaNegaraBaru #TransformasiNegara https://t.co/7oWY2oMKxB;in;rezasilalahi
Mon May 13 06:07:54 +0000 2024;;Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif. Dukungan terhadap pembangunan Ibu Kota Negara (IKN) yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang. #IbuKotaNegaraBaru #TransformasiNegara https://t.co/kEQrg5syBV;in;Elvinaarmida
Mon May 13 06:07:27 +0000 2024;;Driver grab: Kalo IKN jadi Jakarta kosong Bu. Semua PNS pindah. Me: Jakarta itu PNS-nya ga banyak. Banyakan swasta atau wiraswasta. Driver: Tapi nanti IKN mau dibuat kayak Dubai. Me: Pak Emirat itu duit minyaknya ga berseri. Driver: Pokoknya IKN nanti keren! Me: ;in;Malawi_Thom
Mon May 13 06:07:03 +0000 2024;;@dewapuci Dr oz langsung ke IKN mba?;in;tono14045
Mon May 13 06:07:02 +0000 2024;;Sebuah langkah besar menuju masa depan yang lebih berkesinambungan dan inklusif. Dukungan terhadap pembangunan Ibu Kota Negara (IKN) yang baru adalah bukti komitmen kita untuk membangun fondasi yang kuat bagi generasi mendatang. #IbuKotaNegaraBaru #TransformasiNegara https://t.co/P714uCIUBK;in;tono14045
Mon May 13 06:06:55 +0000 2024;;@68Supriyono @DokterTifa Ia klo waras gitu ..ngapain ikn di garap ngerusak ekosystem paru paru indonesia perlu di jaga ..tpi anggaran dah setengah jln blm yg di korupsi tuh yg dukung matanta suruh melek;in;tono14045
Mon May 13 06:06:54 +0000 2024;;@ontonowhere @sociotalker Iya dari awal daripada buat bangun IKN mending upgrade fasum ibu kota tiap provinsi terutama transportasi umum kesehatan dan pendidikan.;in;tono14045
Mon May 13 06:06:53 +0000 2024;;IKN Nusantara adalah Awal Kejayaan Bangsa dan Negara. #IKNNusantara #IndonesiaJaya https://t.co/Sag4NTzc5r;in;tono14045
Mon May 13 06:06:52 +0000 2024;;IKN Nusantara adalah Awal Kejayaan Bangsa dan Negara. #IKNNusantara #IndonesiaJaya https://t.co/6YPTtenH1W;in;tono14045
Mon May 13 06:05:41 +0000 2024;;IKN Nusantara adalah Awal Kejayaan Bangsa dan Negara. #IKNNusantara #IndonesiaJaya https://t.co/DGbRE2MIbi;in;tono14045
Mon May 13 06:05:36 +0000 2024;;IKN Nusantara adalah Awal Kejayaan Bangsa dan Negara. #IKNNusantara #IndonesiaJaya https://t.co/qJ9xs2gk9Q;in;tono14045
Mon May 13 06:05:35 +0000 2024;;@ikram_adja IKN kota impian;in;tono14045
Mon May 13 06:04:19 +0000 2024;;@ikram_adja IKN kota cerdas;in;divaazahratu
Mon May 13 06:03:17 +0000 2024;;Kembali lagi di ikn :);in;AchmadShonnyArc
Mon May 13 06:03:02 +0000 2024;;Kok joko disuruh pindah ke IKN setelah gak menjabat ;in;sanoerifqy23
Mon May 13 06:01:56 +0000 2024;;@aiiptu IKN kota cerdas;in;ArmadaaDwi
Mon May 13 06:01:33 +0000 2024;;Heru ditugaskan memang untuk merusak jakarta biar orang memaklumi IKN.;in;brokxoli
Mon May 13 06:01:31 +0000 2024;;UAE Investasi Solar Panel di IKN Nusantara. https://t.co/Eh9nCBE2H0;in;brokxoli
Mon May 13 06:01:30 +0000 2024;;@Tatarori80 IKN kota ramah lingkungan;in;brokxoli
Mon May 13 06:01:29 +0000 2024;;@Tatarori80 IKN kota cerdas;in;brokxoli
Mon May 13 06:01:22 +0000 2024;;@gilang_ahm31272 Bahaya nih....bisa2 ibu2 hamil di IKN bakal di kasi asam sulfat Ama si samsul;in;brokxoli
Mon May 13 06:01:14 +0000 2024;;Pindah ke IKN oke ga yah?;in;brokxoli
Mon May 13 06:01:12 +0000 2024;;@MlayuTerus @DokterTifa Pas supaya ada pejabat negara yang ngantor di ikn. Dia disana kan emban hasil kerja bapak e;in;brokxoli
Mon May 13 06:01:05 +0000 2024;;@DokterTifa Jokowi sendiri yg blg surat tanah bole di sekolahin bole jadi surat2 tanah IKN mau di skolahin juga untuk nambal byr utang;in;Zefanadinda
Mon May 13 06:00:34 +0000 2024;;Jadwal dan Formasi CPNS 2024 Lengkap Link Daftar Ada 225.000 Formasi untuk Penempatan di IKN Kaltim https://t.co/dAZqGF8RJv lewat @tribunnews;in;Malawi_Thom
Mon May 13 06:00:17 +0000 2024;;Bisa ga sih dana yg akan Tuan alokasikan bt memorial park IKN arahkan dl ke jembatan² rusak seperti ini Tuan?!? Jika msh berat Tuan memikirkan Rakyat bolehkah Rakyatpun menolak membayar Pajak!!? Semoga pulas tidurmu Tuan!!;in;brokxoli
Mon May 13 06:00:15 +0000 2024;;@ Orangutan conservation IKN https://t.co/EHXWZuKWpu;in;brokxoli
Mon May 13 06:00:14 +0000 2024;;@DokterTifa Jelas sudah ya.... gobloknya ga habis habis.... Masih yakin ama IKN;in;brokxoli
Mon May 13 06:00:12 +0000 2024;;Siap-Siap pindah ibu kota! Sebagian proyek pembangunan IKN Nusantara sudah rampung #IKNSejahterakanIndonesia #IKNPemerataanEkonomi https://t.co/R58JVS8bXV;in;brokxoli
Mon May 13 06:00:06 +0000 2024;;Siap-Siap pindah ibu kota! Sebagian proyek pembangunan IKN Nusantara sudah rampung #IKNSejahterakanIndonesia #IKNPemerataanEkonomi https://t.co/XI7rZkpWpK;in;_d_9_put
Mon May 13 06:00:06 +0000 2024;;@DokterTifa Ini yg buat ikn dan yg menyetujui ikn pada ngedabrus.;in;brokxoli
Mon May 13 05:59:51 +0000 2024;;Siap-Siap pindah ibu kota! Sebagian proyek pembangunan IKN Nusantara sudah rampung #IKNSejahterakanIndonesia #IKNPemerataanEkonomi https://t.co/eelgkbYU2Y;in;brokxoli
Mon May 13 05:59:46 +0000 2024;;Prabowo Dicecar Media Asing Soal IKN Nusantara di Kaltim Misi Selamatkan Jakarta dan Warga Adat https://t.co/oxc7LSRqTe;in;brokxoli
Mon May 13 05:59:34 +0000 2024;;@DokterTifa syukurlah prabowo gk mau pindah ke IKN itukan proyek presiden sblmnya hahaha...;in;brokxoli
Mon May 13 05:59:32 +0000 2024;;Potensi Usaha IKN D Senin Siang Menit Bayi Caca Subang Tong Tji Tenggo Sumatera Barat Geby Banjir Garnacho United Cat Morningg SMK Lingga Kencana Depok https://t.co/tuGjE9lh5H;in;brokxoli
Mon May 13 05:59:31 +0000 2024;;Distribusi Logistik IKN Nusantara Mulai Masif https://t.co/spXFUm0FYL;in;brokxoli
Mon May 13 05:59:30 +0000 2024;;Distribusi Logistik IKN Nusantara Mulai Masif https://t.co/lvQVkUAGBO;in;brokxoli
Mon May 13 05:59:22 +0000 2024;;Distribusi Logistik IKN Nusantara Mulai Masif https://t.co/U36SnPO3Mq;in;brokxoli
Mon May 13 05:59:15 +0000 2024;;Distribusi Logistik IKN Nusantara Mulai Masif https://t.co/5zFdCaplK4;in;brokxoli
Mon May 13 05:59:13 +0000 2024;;@Mdy_Asmara1701 Buat pakan ular.....ularnya besar² bro.....semua kebutuhan pokok di IKN ( Kaltim ) mahal......krn saya sendiri mantan pekerja proyek tambang batu Gypsen.;in;brokxoli
Mon May 13 05:58:55 +0000 2024;;@DokterTifa Ntar ikn lokasi syuting film horor;in;brokxoli
Mon May 13 05:58:53 +0000 2024;;@Bambangmulyonoo Anak anak di IKN jd LASKAR PEMIMPI https://t.co/cmCdJGko5i;in;brokxoli
Mon May 13 05:58:52 +0000 2024;;@abu_waras Knpa ga jd 20 % skalian?Kok ga kreatif cm bs mnyusahkan rakyat.Knapa ga org2 kaya sja yg dipjaki 100%. Ppn pbb cukai naik..hutang negara naik trus..korupsi mkin gila.Fokus pd akar msalah : brantas korupsi n yg ilegal2 tnpa ragu! Bs hemat trilyu;in;brokxoli
Mon May 13 05:58:51 +0000 2024;;@Nagashima_007 @BBerizik @blantik_pedhet2 Itu potongannya ga jelas. Sy masih bs menafsir kalo maksudnya itu tanah dibeli dari pemilik/adat untuk bs dibangun jd IKN. Krn kata AHY kebanyakan tanah di IKN belum dibebaskan masih milik rakyat.;in;brokxoli
Mon May 13 05:58:46 +0000 2024;;@DokterTifa Klu mereka ngga mau pindah ikat dimasukan dlm conteiner lalu kirim mereka ke IKN;in;brokxoli
Mon May 13 05:58:40 +0000 2024;;Mengingat kondisi fisik dan usia Presiden elect Prabowo sebaiknya mmg di Jakarta. bersama kita warga Jakarta heheu Setuju! Presiden perintahkan Puyi eh Gibran ngantor di IKN saja. Bran @gibran_tweet siapno koper nang IKN Bapakmu dijak sisan yo. https://t.co/VHZkI0siHq;in;brokxoli
Mon May 13 05:58:38 +0000 2024;;Dukung Pembangunan IKN Nusantara https://t.co/9i05oKYaLU;in;brokxoli
Mon May 13 05:57:50 +0000 2024;;Dukung Pembangunan IKN Nusantara https://t.co/CzegYioaFT;in;Vigo__alfindo
Mon May 13 05:56:48 +0000 2024;;Dukung Pembangunan IKN Nusantara https://t.co/whywT0FKLX;in;Vigo__alfindo
Mon May 13 05:56:25 +0000 2024;;@DokterTifa Prabowo aja ogah ke IKN malah nyuruh Gibran yg ngantor disana awokwokwok https://t.co/i0FBSlaQzs;in;MaulanaaLutfi1
Mon May 13 05:56:23 +0000 2024;;@QAMALIA_ Alah biasa ajer cikpuan bkn 3rasa masak steambot pn... Hahahaha. Nie ikn goreng ikn masin sepat dn ikn kembung masak singgang... Jadi lh 3rasa juga kn....;in;NitaLaila22
Mon May 13 05:56:20 +0000 2024;;dibilang urgensinya IKN tuh apa??? buang² duit asli;in;AstariOrli36
Mon May 13 05:56:18 +0000 2024;;@Nagashima_007 @BBerizik @blantik_pedhet2 Ya ampun pak Jokowi ko maksa amat pengen di puja puji kalo ujungnya tanah IKN di jual coba sebelumnya IKN di Kalteng sebagai tanah negara sesuai rencana Soekarno dn perkara tdk seberat ini.;in;RaisaHasan1h
Mon May 13 05:56:15 +0000 2024;;@kompascom Yg kayak begini jd ketua IKN?;in;NaiaLestar9
Mon May 13 05:56:14 +0000 2024;;Potong aje gue mah ga ikhlas dunia akhirat kalo dipake buat rumah menteri di IKN. Huek;in;BiancaMustik
Mon May 13 05:56:07 +0000 2024;;@DokterTifa Saatnya KPK ke IKN. Buat kerja.;in;MelindaRat3
Mon May 13 05:56:06 +0000 2024;;IKN kalo lu bangun kota yg sama kayak gini brti lu jelek bgt gak pernah belajar dri apa yg udah terjadi dan terbukti urgensi lu lemah !!!!;in;LirDewanti8
Mon May 13 05:56:00 +0000 2024;;@kompascom Wowo itu pemenang 2019 wajarlah wiwik setelah gool IKN ini kudu ngangkat wowo lewat ngakali server.. Lagian anaknya udah jd serep wowo sesuai kehendak sang gubernooor general opung proksi cino singpyur.. Cucoo lah tuh toxic club;in;Liaristasur6
Mon May 13 05:55:59 +0000 2024;;Presiden Jokowi bakal bangun dayak center di IKN Nusantara https://t.co/TkwSzJrQMg;in;Deliasanah27
Mon May 13 05:55:55 +0000 2024;;@DokterTifa Hahhaha untuk nebangin hutan saja uang rakyat keluar hutang dibanyakin nanti malahan jadi kota mati nih IKN;in;SelinAnggraeni
Mon May 13 05:55:53 +0000 2024;;Penempatan di IKN dibuka 14.114 formasi CPNS dan 57.529 PPPK https://t.co/OtF2v48upQ;in;AlyaKinant2
Mon May 13 05:55:44 +0000 2024;;Smart city IKN dapat mendukung adopsi teknologi digital dalam kehidupan perkotaan dan keselarasan dengan alam https://t.co/yjn1OUbb12;in;Lintangaayu2
Mon May 13 05:55:43 +0000 2024;;@DokterTifa Lah jokowi habis ini gak jd pejabat lagi bu dokter gimana cerita nya jg wajib pindah ke IKN?;in;Vigo__alfindo
Mon May 13 05:55:39 +0000 2024;;@plumbinq Pemerintah sibuk bikin IKN kudunya kan gak perlu jual fresh bisa diapain kek semacam cold storage facility gitu.;in;ClaraMalia4
Mon May 13 05:55:38 +0000 2024;;@LebahBorneoR @DokterTifa Saya orang betawi dan tinggal di Balikpapan lebih dari 30 tahun tapi maunya ibu kota tetap di jakarta dgn segala pasilitasnya dan bisa dinikmati seluruh rakyat dari pada IKN yg di peruntukan hanya sebagian kecil rakyat dan itupun;in;Revandin11
Mon May 13 05:55:31 +0000 2024;;@DokterTifa La iya Bu dokter.. ikn mau di bawa ke mana... ️️️;in;RanMahara7
Mon May 13 05:55:24 +0000 2024;;@DokterTifa IKN ternyata sangat membosankan.;in;NadiAmel122
Mon May 13 05:55:22 +0000 2024;;@democrazymedia Lha memang IKN dibangun bukan untuk rakyat biasa kok;in;Belcitramulia
Mon May 13 05:55:17 +0000 2024;;@abangbelneg Kami warga Denpasar akan mengawal pembangunan IKN;in;nagita_prawita
Mon May 13 05:55:16 +0000 2024;;@ikram_adja Dukung IKN;in;amiradeonv_
Mon May 13 05:55:09 +0000 2024;;@abangbelneg Kami warga Palangka Raya mendukung pembangunan IKN Nusantara #PindahIbuKota;in;dheannd1_
Mon May 13 05:55:07 +0000 2024;;@abangbelneg IKN menjadi momentum penting untuk merangkul semua elemen masyarakat dalam menghadapi tantangan yang dihadapi oleh Indonesia saat ini #IbuKotaNegara;in;anggundrn0
Mon May 13 05:55:02 +0000 2024;;Giat pagi ini! Meeting via zoom dengan agenda verifikasi dan penyesuaian anggaran riset kawasan Borneo dan IKN;in;ynmentaari
Mon May 13 05:55:01 +0000 2024;;@eddesign_ @Nagashima_007 @BBerizik @blantik_pedhet2 Kecil atau besar itu relatif ....liat aja kota kota mandiri yg sudah dibangun oleh swasta seperti PIK dll...IKN tentu jauh lebih besar dari itu yg artinya jauh lebih banyak tenaga kerja dibutuhkan mulai;in;putkrszd_
Mon May 13 05:54:56 +0000 2024;;@BANANAKAKUMEl Oiya jelas jangan lupa Kementrian PUPR punya game Showcase IKN di Roblox;in;sslaufaa_
Mon May 13 05:54:55 +0000 2024;;Ketua PWI Kaltim Abdurrahman Amin berkomitmen untuk mencegah berita hoaks yang dapat memecah keutuhan bangsa serta mendukung penuh pembangunan IKN. #pwi #pwikaltim #kaltim #balikpapan #samarinda #berau #kubar #kutim #bontang #ppu #mahulu #ikn https://t.co/22naXiQdWc;in;shintahrnita
Mon May 13 05:54:52 +0000 2024;;Dibuat pns yang baru nanti. Makanya cpns pusat semuanya ditaruh sana semua. Jujur minusnya cpns periode ini malesnya yang pusat full ditaruh di IKN. Jadi serasa uji coba kehidupan yang masih banyak ketidakpastian.;in;wansrosadi
Mon May 13 05:54:48 +0000 2024;;@fauzan_azhim sudah waktunya kantor kantor pindah ke ikn;in;dianvt18
Mon May 13 05:54:41 +0000 2024;;Pembangunan PSSI Training Center Di IKN Ditarget Tuntas Juli 2024. Pagii Menit Subang Senin Man United Aurora https://t.co/vf6a6MkORQ;in;shbrbql_
Mon May 13 05:54:40 +0000 2024;;Otorita IKN Bekali UMKM Dalam Menyediakan Pangan Siap Saji. Subang Aurora Manchester United Menit Cirebon https://t.co/ps3D8rME5u;in;IlhamArdynsh43
Mon May 13 05:54:33 +0000 2024;;UMKM Penajam Paser Utara Siapkan Oleh-Oleh Untuk Para Tamu IKN. Subang Aurora Menit Manchester United Onana Cirebon https://t.co/wRLX0M1dLn;in;jodi_mhrdika
Mon May 13 05:54:27 +0000 2024;;@DokterTifa Ga usah ikn itu bisa dibatalkan koq ngabis2an duit negara utk apa ga ono gunane lebih baik siwowo joget joget ae dijakarta sbg ikn yg asli..bukan ikn di kalimantan didalam hutan rimba . Faham ..;in;hafizadnan33
Mon May 13 05:54:25 +0000 2024;;IKN Siap Jadi Tuan Rumah Rakernas Jaringan Media Siber Indonesia III 2024. Manchester United Subang Allegri Pagii Menit Roma https://t.co/IkusqNuEPA;in;GalihPrkso
Mon May 13 05:54:20 +0000 2024;;@DokterTifa Ngapain ke IKN mending ke solo krn cuan IKN sdh d kantongi https://t.co/umVrXMN1OB;in;RaisaAndin17962
Mon May 13 05:54:13 +0000 2024;;@DokterTifa Gibran aja suruh ngantor di IKN. Hasil karya bapak nya;in;selma_malikaa
Mon May 13 05:54:12 +0000 2024;;Otorita IKN Apresiasi Kearifan Lokal dan Dukungan Masyarakat Lokal Kalimantan. Onana Garnacho Casemiro Man United Amad Old Trafford https://t.co/Mu0JzVmS82;in;AmaraOrlin99
Mon May 13 05:54:10 +0000 2024;;@NenkMonica Keren saat zaman orba tiap tahun SPP naek tp yg kena dampaknya para mhs baru yg lama tetap dgn SPP yg lama. Mana murah meriah lagi. Saya total bayar Rp.120.000/smt. Rinciannya SPP Rp.60rb biaya praktikum Rp.60.000. ;in;PriskaDewi010
Mon May 13 05:54:05 +0000 2024;;@DokterTifa ikn No makan gratis No PENDIDIKAN GRATIS Yes!!!;in;ayunda_jelit43
Mon May 13 05:53:59 +0000 2024;;Dukung IKN;in;DionAnggara112
Mon May 13 05:53:57 +0000 2024;;@DokterTifa IKN dijadikan peristirahatan ajah buat Presiden dan para Pejabatnya.... Terutama kalau ada inpo dr intel kalau akan di Demo....;in;Hanna221Zahra_
Mon May 13 05:53:55 +0000 2024;;@riegosee IKN Nusantara🇮🇩;in;_RAjisena_
Mon May 13 05:53:50 +0000 2024;;@abangbelneg Progres pembangunan IKN menciptakan optimisme dan semangat baru untuk masa depan.;in;GAnastasya77
Mon May 13 05:53:46 +0000 2024;;@DokterTifa IKN di bangun buat bikin tambah sakit hati yg selalu dipecundangi.... Biasa belum bisa move on dari kekalahan.... Sebetulnya 2019 yg kalah itu bukn prabowo tetapi bohir2 yg selama ini merasakan dikebiri dan merana.... Asing Aseng...! Yg mengin;in;AlansyahSet0
Mon May 13 05:53:44 +0000 2024;;Klu tolak ikn berarti pro Israel gitu mungkin maksudnya....;in;DellaAm02060622
Mon May 13 05:53:43 +0000 2024;;Kereta China Jakarta -Bandung Bandara Kertajati dll tak bisa digunakan IKN dan semua pasilitas VVIP lainnya apa bisa digunakan inlander en honden Com Oncom jheuk iyeuh? ;in;TriaAndin1
Mon May 13 05:53:35 +0000 2024;;@kompascom Lama2 Presiden negeri wakanda mirip lex luthor kelakuannya. Sdh mau lengser smakin menjadi jadi.. Mustinya Mukidi saat ini mulai transisi hati &amp;in;BrianPutra66_
Mon May 13 05:53:31 +0000 2024;;@DokterTifa Buat LBP yg ngotot buat IKN dan mendatangkan invest buat LBP bukan untuk kepentingan rakyat tp untuk kekayaan para kroni LBP dok;in;BagasPratama43
Mon May 13 05:53:29 +0000 2024;;@ahrielad @ARSIPAJA Mending cuma itu subsidi dr pusat di kebiri buat IKN.;in;AdityaRizk11
Mon May 13 05:53:26 +0000 2024;;@DokterTifa Goblok banget ini tifa... Kenapa Jokowi ke IKN? Nanti dicurigai cawe cawe... Dia khan sdh bkn pejabat negara... Dia khan sdh mjd orang biasa trus kenapa ke IKN? Ya Solo tempat terbaik utk dia mjd orang biasa jng hanya mau nyebar kebencian trus;in;fhinoalfhian
Mon May 13 05:53:25 +0000 2024;;@abangbelneg Semoga keamanan di IKN tetap terjaga ngeri ada penyusup/teoris dll lewat hutan hutan;in;adiPRADOno
Mon May 13 05:53:20 +0000 2024;;Kepala BKKBN sebut IKN dapat jadi contoh nol stunting Bambang berharap BKKBN dapat terus mendukung OIKN dengan dukungan data yang lengkap untuk melacak perkembangan daerah atau keluarga yang berpotensi stunting. Manchester United Casemiro #PrayForSumbar ziva https://t.co/aiYDzo6szX;in;FikriNurr88
Mon May 13 05:53:16 +0000 2024;;IKN Langkah menuju Indonesia maju https://t.co/vrJ2CGGdUI;in;Bella_Anjani3
Mon May 13 05:53:15 +0000 2024;;@DokterTifa Ikn buat proyek mendulang cuan buat klompoknya;in;citralaras121
Mon May 13 05:53:08 +0000 2024;;P Jokowi perbaiki jln2 yg banyak rusak lbh penting dp IKN njih https://t.co/Fohcs0OUrL;in;AgusTrifahri
Mon May 13 05:53:02 +0000 2024;;@abangbelneg Kami warga Palangka Raya mendukung pembangunan IKN Nusantara;in;AlfajarHansen
Mon May 13 05:53:01 +0000 2024;;@ltfapr Survey IKN?;in;FatmawatiG45083
Mon May 13 05:52:54 +0000 2024;;@idiwazer @nufinz @safirawwww Ini agak sulit karena nufinz mau jadi ketua RT di IKN;in;MeriskaSuci
Mon May 13 05:52:53 +0000 2024;;@DokterTifa Dibuat ngumpulin yang dukung IKN. Buang semua kesana. Aslinya mereka pendukung IKN itu sejatinya benalu Bangsa Indonesia.;in;NidaUmaeroh
Mon May 13 05:52:46 +0000 2024;;@ebbe1802 @DokterTifa Klopun onta jadi presiden ikn akan tetap d lanjutkan;in;izanatun6
Mon May 13 05:52:40 +0000 2024;;@DokterTifa Mereka membangun ikn cuman buat cari duit komisi ;in;DinarOlivi1
Mon May 13 05:52:38 +0000 2024;;@DokterTifa Kasih tahu petinggi tuh bandara IKN itu intersubconscious ke US/Eropa cuma 4 jam Penerbangan. Pasti pada mau pindah ikn;in;AyuKsma_
Mon May 13 05:52:34 +0000 2024;;Penetapan Status Siaga Darurat Bencana Karhutla di Kaltim Sebagai upaya pencegahan &amp;in;pratiwi_lila1
Mon May 13 05:52:27 +0000 2024;;@DokterTifa Ya kan IKN itu bahasanya dijual bu sama kayak jalan tol nya juga dijual dari biaya bangun 5T bisa dijual cuma 400M siapa yang gak ngiler wkwkwk... Ya intinya ada the next Singapore di IKN ;in;andirakhusnul_3
Mon May 13 05:52:26 +0000 2024;;Itu br lokasi di IKN.. Klu kurang lg. Bs Negara nya diobral. Kejadian https://t.co/TmBwihvnKy ada 1 pon manusia yg bs menyetopnya. Emang ane sunggu nyata di NEGERI.;in;reginayuu_
Mon May 13 05:52:24 +0000 2024;;Pemerintah bangun sistem pertahanan cerdas di IKN atau Smart Defense System Dgn terciptanya sistem keamanan &amp;in;indhpurwnti
Mon May 13 05:52:18 +0000 2024;;Pemerintah bangun sistem pertahanan cerdas di IKN. Kita mampu untuk mewujudkan sistem pertahanan IKN sesuai dengan apa yang telah ditetapkan yakni Smart Defense System https://t.co/MTVKFBfJ6g __ Manchester United Casemiro #PrayForSumbar ziva https://t.co/MLMLFbrZfV;in;nayzarl1a
Mon May 13 05:52:11 +0000 2024;;@zy_zy_its_me Tak akan senang kafir kpd Islam sblm org Islam mengikuti agama mereka. Allah swt lbh tahu isi hati kalian wahai kaum oten. Inna dinna 'indallahil Islam. Agama sempurna adalah Islam yg mengatur semua hal dr kasur ke dapur dr dapur ke sumur.;in;indrilaila8
Mon May 13 05:52:08 +0000 2024;;Thomas menyatakan KLHK terus mendorong penetapan status siaga darurat bencana karhutla di Kaltim . Langkah pencegahan dan optimalisasi mobilisasi sumber daya. Keberadaan IKN dan agenda nasional yang akan diselenggarakan di IKN menjadi prioritas untuk antisipasi karhutla.;in;mutviona_
Mon May 13 05:52:02 +0000 2024;;IKN dan sekitarnya yang berada di wilayah Kalimantan Timur menjadi prioritas untuk antisipasi karhutla. Hal itu disampaikan oleh Direktur Pengendalian Kebakaran Hutan dan Lahan KLHK Thomas Nifinluri. Manchester United Casemiro #PrayForSumbar ziva https://t.co/OIa5LLjQFW;in;egapray0ga
Mon May 13 05:51:58 +0000 2024;;Kepala OIKN Bambang Susantono mengatakan IKN menjadi contoh terutama soal SDM yang lebih unggul dibandingkan kota lainnya. Langkah nyata mewujudkan masyarakat di IKN Nusantara yang bisa menjadi satu model untuk Indonesia.;in;firday_2
